TIME_PERIOD;MEDIDAS;TERRITORIO;ACTIVIDAD_ECONOMICA;OBSERVACIONES
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades postales y de correos;5
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades inmobiliarias;91
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Transporte terrestre y por tubería;212
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Industrias extractivas;4
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Fabricación de productos farmacéuticos;1
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Construcción;319
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;1
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Industria química;0
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Construcción;319
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Fabricación de productos metálicos, excepto maquinaria y equipo;28
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;"Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial";132
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Hostelería;751
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Artes gráficas y reproducción de soportes grabados;16
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades de servicios sociales;9
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;"Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos";23
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Fabricación de productos informáticos, electrónicos y ópticos;1
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Total;3138
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Educación;77
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Venta y reparación de vehículos de motor y motocicletas;80
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades deportivas, recreativas y de entretenimiento;64
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Fabricación de productos de caucho y plásticos;0
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;"Fabricación de muebles; otras industrias manufactureras";5
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Publicidad y estudios de mercado;7
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades asociativas;38
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Fabricación de material y equipo eléctrico;0
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;"Programación, consultoría y otras actividades relacionadas con la informática; servicios de información";17
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades de organizaciones y organismos extraterritoriales;0
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Reparación e instalación de maquinaria y equipo;7
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Suministro de energía eléctrica, gas, vapor y aire acondicionado;4
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;"Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a las empresas";122
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades de alquiler;44
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Otros servicios personales;117
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Pesca y acuicultura;25
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;Transporte marítimo y por vías navegables interiores;19
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;"Industria de la madera y del corcho, excepto muebles; cestería y espartería";1
11/2020;Empresa inscrita en la Seguridad Social;Fuerteventura;"Actividades de creación, artísticas y espectáculos; actividades de bibliotecas, archivos, museos y otras actividades culturales; actividades de juegos de azar y apuestas ";22
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;"Otras actividades profesionales, científicas y técnicas; actividades veterinarias";270
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de vehículos de motor, remolques y semirremolques;4
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Almacenamiento y actividades anexas al transporte;234
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Servicios;21485
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Agricultura, ganadería, silvicultura y pesca;983
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;"Administración pública y defensa; seguridad social obligatoria";0
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;"Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio";516
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Captación, depuración y distribución de agua;112
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Servicios financieros, excepto seguros y fondos de pensiones;35
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Industria;1304
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Actividades auxiliares a los servicios financieros y a los seguros;223
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Silvicultura y explotación forestal;5
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Industria del papel;10
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y televisión";91
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de otros productos minerales no metálicos;54
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Actividades relacionadas con el empleo;37
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Actividades sanitarias;788
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Industria de la alimentación, bebidas y tabaco;289
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de maquinaria y equipo n.c.o.p.;23
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Comercio al por menor, excepto de vehículos de motor y motocicletas;4133
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones";5
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;163
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Reparación de ordenadores, efectos personales y artículos de uso doméstico;104
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Transporte aéreo;16
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Telecomunicaciones;54
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;"Recogida y tratamiento de aguas residuales; recogida, tratamiento y eliminación de residuos; valorización; actividades de descontaminación y otros servicios de gestión de residuos";49
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de otro material de transporte;10
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Edición;39
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Industria textil, confección de prendas de vestir, industria del cuero y del calzado;65
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Investigación y desarrollo;35
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;1494
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Coquerías y refino de petróleo;1
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Agricultura, ganadería, caza y servicios relacionados con las mismas;911
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Actividades postales y de correos;25
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Actividades inmobiliarias;759
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Transporte terrestre y por tubería;1123
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Industrias extractivas;9
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de productos farmacéuticos;22
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Construcción;2338
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;54
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Industria química;29
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Construcción;2338
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de productos metálicos, excepto maquinaria y equipo;195
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;"Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial";1056
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Hostelería;4515
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Artes gráficas y reproducción de soportes grabados;102
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Actividades de servicios sociales;182
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;"Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos";225
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de productos informáticos, electrónicos y ópticos;2
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Total;26110
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Educación;622
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Venta y reparación de vehículos de motor y motocicletas;917
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Actividades deportivas, recreativas y de entretenimiento;468
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de productos de caucho y plásticos;21
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;"Fabricación de muebles; otras industrias manufactureras";55
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Publicidad y estudios de mercado;148
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Actividades asociativas;391
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de material y equipo eléctrico;9
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;"Programación, consultoría y otras actividades relacionadas con la informática; servicios de información";250
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Actividades de organizaciones y organismos extraterritoriales;6
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Reparación e instalación de maquinaria y equipo;144
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Suministro de energía eléctrica, gas, vapor y aire acondicionado;25
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;"Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a las empresas";907
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Actividades de alquiler;232
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Otros servicios personales;1127
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Pesca y acuicultura;67
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;Transporte marítimo y por vías navegables interiores;57
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;"Industria de la madera y del corcho, excepto muebles; cestería y espartería";69
11/2020;Empresa inscrita en la Seguridad Social;Tenerife;"Actividades de creación, artísticas y espectáculos; actividades de bibliotecas, archivos, museos y otras actividades culturales; actividades de juegos de azar y apuestas ";189
12/2020;Empresa inscrita en la Seguridad Social;El Hierro;"Otras actividades profesionales, científicas y técnicas; actividades veterinarias";1
12/2020;Empresa inscrita en la Seguridad Social;El Hierro;Fabricación de vehículos de motor, remolques y semirremolques;0
12/2020;Empresa inscrita en la Seguridad Social;El Hierro;Almacenamiento y actividades anexas al transporte;3
12/2020;Empresa inscrita en la Seguridad Social;El Hierro;Servicios;228
12/2020;Empresa inscrita en la Seguridad Social;El Hierro;Agricultura, ganadería, silvicultura y pesca;34
12/2020;Empresa inscrita en la Seguridad Social;El Hierro;"Administración pública y defensa; seguridad social obligatoria";0
12/2020;Empresa inscrita en la Seguridad Social;El Hierro;"Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio";2
12/2020;Empresa inscrita en la Seguridad Social;El Hierro;Captación, depuración y distribución de agua;1
